staff_name,url,region,countries
"Reinsberg, Professor Bernhard",https://www.gla.ac.uk/schools/socialpolitical/staff/bernhardreinsberg/,Europe,
"Robinson, Professor Jude",https://www.gla.ac.uk/schools/socialpolitical/staff/juderobinson/,East Africa,Kenya
"Robinson, Professor Jude",https://www.gla.ac.uk/schools/socialpolitical/staff/juderobinson/,Latin America,
"Rollings, Professor Neil",https://www.gla.ac.uk/schools/socialpolitical/staff/neilrollings/,Europe,
"Saab, Dr Jade",https://www.gla.ac.uk/schools/socialpolitical/staff/jadesaab/,North Africa,
"Sande, Dr Nomatter",https://www.gla.ac.uk/schools/socialpolitical/staff/nomattersande/,Southern Africa,South Africa; Zimbabwe
"Sarkar, Professor Jay",https://www.gla.ac.uk/schools/socialpolitical/staff/jayitasarkar/,Europe,
"Sarkar, Professor Jay",https://www.gla.ac.uk/schools/socialpolitical/staff/jayitasarkar/,North America,United States
"Sarkar, Professor Jay",https://www.gla.ac.uk/schools/socialpolitical/staff/jayitasarkar/,South Asia,India
"Sayfutdinova, Dr Leyla",https://www.gla.ac.uk/schools/socialpolitical/staff/leylasayfutdinova/,Europe,Azerbaijan; Finland
"Sayfutdinova, Dr Leyla",https://www.gla.ac.uk/schools/socialpolitical/staff/leylasayfutdinova/,Middle East,
"Sayfutdinova, Dr Leyla",https://www.gla.ac.uk/schools/socialpolitical/staff/leylasayfutdinova/,Russia,
"Scanlan, Dr Michael",https://www.gla.ac.uk/schools/socialpolitical/staff/michaelscanlan/,Europe,
"Schwarze, Dr Tilman",https://www.gla.ac.uk/schools/socialpolitical/staff/tilmanschwarze/,North America,United States
"Scrinzi, Dr Francesca",https://www.gla.ac.uk/schools/socialpolitical/staff/francescascrinzi/,Europe,France; Italy
"Searle, Dr Kenneth",https://www.gla.ac.uk/schools/socialpolitical/staff/kennethsearle/,China,
"Serin, Dr Bilge",https://www.gla.ac.uk/schools/socialpolitical/staff/bilgeserin/,Middle East,Turkey
"Smith, Dr Emiline",https://www.gla.ac.uk/schools/socialpolitical/staff/emilinesmith/,China,China; Hong Kong
"Smith, Dr Emiline",https://www.gla.ac.uk/schools/socialpolitical/staff/emilinesmith/,South Asia,Maldives; Nepal; Sri Lanka
"Smith, Dr Emiline",https://www.gla.ac.uk/schools/socialpolitical/staff/emilinesmith/,South-East Asia,Cambodia; Indonesia; Myanmar; Singapore; Thailand
"Smith, Professor Andrew",https://www.gla.ac.uk/schools/socialpolitical/staff/andrewsmith/,South Asia,India
"Smith, Professor Andrew",https://www.gla.ac.uk/schools/socialpolitical/staff/andrewsmith/,West Africa,Niger; Nigeria
"Smith, Professor David",https://www.gla.ac.uk/schools/socialpolitical/staff/davidsmith/,Europe,Estonia; Latvia
"Smith, Professor David",https://www.gla.ac.uk/schools/socialpolitical/staff/davidsmith/,Russia,Russia
"Snape, Dr Holly",https://www.gla.ac.uk/schools/socialpolitical/staff/hollysnape/,China,
"Snitar, Dr Corina",https://www.gla.ac.uk/schools/socialpolitical/staff/corinasnitar/,Europe,
"Snitar, Dr Corina",https://www.gla.ac.uk/schools/socialpolitical/staff/corinasnitar/,Russia,
"Soaita, Dr Adriana Mihaela",https://www.gla.ac.uk/schools/socialpolitical/staff/adrianamihaelasoaita/,Europe,Romania
"Soaita, Dr Adriana Mihaela",https://www.gla.ac.uk/schools/socialpolitical/staff/adrianamihaelasoaita/,South Asia,India
"Solomon, Professor Ty",https://www.gla.ac.uk/schools/socialpolitical/staff/tysolomon/,Europe,
"Spreckelsen, Dr Thees",https://www.gla.ac.uk/schools/socialpolitical/staff/theesspreckelsen/,Europe,
"Stella, Dr Francesca",https://www.gla.ac.uk/schools/socialpolitical/staff/francescastella/,Russia,Russia
"Stephens, Professor Mark",https://www.gla.ac.uk/schools/socialpolitical/staff/markstephens/,China,China
"Stephens, Professor Mark",https://www.gla.ac.uk/schools/socialpolitical/staff/markstephens/,Europe,Armenia; Finland; Serbia
"Sun, Dr Yu",https://www.gla.ac.uk/schools/socialpolitical/staff/yusun/,China,China
"Sun, Dr Yu",https://www.gla.ac.uk/schools/socialpolitical/staff/yusun/,Europe,Netherlands
"Sun, Dr Yu",https://www.gla.ac.uk/schools/socialpolitical/staff/yusun/,Latin America,
"Szakolczai, Dr Janos Mark",https://www.gla.ac.uk/schools/socialpolitical/staff/janosmarkszakolczai/,Middle East,
"Szostek, Dr Joanna",https://www.gla.ac.uk/schools/socialpolitical/staff/joannaszostek/,Europe,France; Ukraine
"Szostek, Dr Joanna",https://www.gla.ac.uk/schools/socialpolitical/staff/joannaszostek/,Russia,Russia
"Tapscott, Dr Rebecca",https://www.gla.ac.uk/schools/socialpolitical/staff/rebeccatapscott/,East Africa,Uganda
"Tapscott, Dr Rebecca",https://www.gla.ac.uk/schools/socialpolitical/staff/rebeccatapscott/,Europe,
"Tapscott, Dr Rebecca",https://www.gla.ac.uk/schools/socialpolitical/staff/rebeccatapscott/,West Africa,
"Thomas, Dr Linda",https://www.gla.ac.uk/schools/socialpolitical/staff/lindathomas/,Australasia,Australia; New Zealand
"Thomson, Professor Harriet",https://www.gla.ac.uk/schools/socialpolitical/staff/harrietthomson/,Europe,
"Thomson, Professor Harriet",https://www.gla.ac.uk/schools/socialpolitical/staff/harrietthomson/,Latin America,
"Thomson, Professor Harriet",https://www.gla.ac.uk/schools/socialpolitical/staff/harrietthomson/,Middle East,
"Toomey, Dr Michael",https://www.gla.ac.uk/schools/socialpolitical/staff/michaeltoomey/,Europe,Czechia; Hungary
"Tranmer, Professor Mark",https://www.gla.ac.uk/schools/socialpolitical/staff/marktranmer/,Australasia,Australia
"Tranmer, Professor Mark",https://www.gla.ac.uk/schools/socialpolitical/staff/marktranmer/,Europe,
"Trevena, Dr Paulina",https://www.gla.ac.uk/schools/socialpolitical/staff/paulinatrevena/,Europe,
"Tsakatika, Professor Myrto",https://www.gla.ac.uk/schools/socialpolitical/staff/myrtotsakatika/,Europe,Greece; Italy; Portugal; Spain
"Tsourapas, Professor Gerasimos",https://www.gla.ac.uk/schools/socialpolitical/staff/gerasimostsourapas/,Europe,
"Tsourapas, Professor Gerasimos",https://www.gla.ac.uk/schools/socialpolitical/staff/gerasimostsourapas/,Middle East,
"Tsourapas, Professor Gerasimos",https://www.gla.ac.uk/schools/socialpolitical/staff/gerasimostsourapas/,North Africa,Egypt
"Tsourapas, Professor Gerasimos",https://www.gla.ac.uk/schools/socialpolitical/staff/gerasimostsourapas/,South Asia,
"Tsouvalis, Dr Judith",https://www.gla.ac.uk/schools/socialpolitical/staff/judithtsouvalisgerber/,Europe,Sweden; Switzerland
"Udrea, Dr Andreea Monica",https://www.gla.ac.uk/schools/socialpolitical/staff/andreeamonicaudrea/,Europe,Hungary; Poland; Romania
"Ukhova, Dr Daria",https://www.gla.ac.uk/schools/socialpolitical/staff/dariaukhova/,Europe,
"Ukhova, Dr Daria",https://www.gla.ac.uk/schools/socialpolitical/staff/dariaukhova/,Latin America,Guatemala
"Ukhova, Dr Daria",https://www.gla.ac.uk/schools/socialpolitical/staff/dariaukhova/,Russia,Russia; Tajikistan
"Unkovski-Korica, Dr Vladimir",https://www.gla.ac.uk/schools/socialpolitical/staff/vladimirunkovski-korica/,Europe,Croatia; Kosovo
"Unkovski-Korica, Dr Vladimir",https://www.gla.ac.uk/schools/socialpolitical/staff/vladimirunkovski-korica/,Russia,Russia
"Vanatta, Dr Sean",https://www.gla.ac.uk/schools/socialpolitical/staff/seanvanatta/,Europe,Georgia
"Vanatta, Dr Sean",https://www.gla.ac.uk/schools/socialpolitical/staff/seanvanatta/,North America,United States
"Varga, Dr Zsuzsanna",https://www.gla.ac.uk/schools/socialpolitical/staff/zsuzsannavarga/,Europe,
"Verduzco-Torres, Dr Jose Rafael",https://www.gla.ac.uk/schools/socialpolitical/staff/joserafaelverduzcotorres/,Latin America,Mexico
"Virdee, Professor Satnam",https://www.gla.ac.uk/schools/socialpolitical/staff/satnamvirdee/,Europe,Spain
"Virdee, Professor Satnam",https://www.gla.ac.uk/schools/socialpolitical/staff/satnamvirdee/,Latin America,Brazil
"Vromen, Professor Ariadne",https://www.gla.ac.uk/schools/socialpolitical/staff/ariadnevromen/,Australasia,Australia; New Zealand
"Vromen, Professor Ariadne",https://www.gla.ac.uk/schools/socialpolitical/staff/ariadnevromen/,Europe,
"Waite, Dr David",https://www.gla.ac.uk/schools/socialpolitical/staff/davidwaite/,Australasia,
"Waites, Dr Matthew",https://www.gla.ac.uk/schools/socialpolitical/staff/matthewwaites/,Europe,Belgium; Switzerland
"Wang, Dr Hua",https://www.gla.ac.uk/schools/socialpolitical/staff/huawang/,China,China
"Webster, Dr David",https://www.gla.ac.uk/schools/socialpolitical/staff/davidwebster/,China,China
"Wedderburn, Dr Alister",https://www.gla.ac.uk/schools/socialpolitical/staff/alisterwedderburn/,Australasia,Australia
"Wedderburn, Dr Alister",https://www.gla.ac.uk/schools/socialpolitical/staff/alisterwedderburn/,Europe,
"Wessels, Professor Bridgette",https://www.gla.ac.uk/schools/socialpolitical/staff/bridgettewessels/,Australasia,Australia
"Wessels, Professor Bridgette",https://www.gla.ac.uk/schools/socialpolitical/staff/bridgettewessels/,Europe,
"Wessels, Professor Bridgette",https://www.gla.ac.uk/schools/socialpolitical/staff/bridgettewessels/,North-East Asia,
"Wessels, Professor Bridgette",https://www.gla.ac.uk/schools/socialpolitical/staff/bridgettewessels/,South-East Asia,
"Wessels, Professor Bridgette",https://www.gla.ac.uk/schools/socialpolitical/staff/bridgettewessels/,Southern Africa,
"White, Professor James",https://www.gla.ac.uk/schools/socialpolitical/staff/jameswhite/,North America,Canada
"White, Professor James",https://www.gla.ac.uk/schools/socialpolitical/staff/jameswhite/,North-East Asia,South Korea
"Winzler, Dr Tim",https://www.gla.ac.uk/schools/socialpolitical/staff/timwinzler/,Europe,Germany
"Winzler, Dr Tim",https://www.gla.ac.uk/schools/socialpolitical/staff/timwinzler/,North America,Canada
"Wong, Dr Mark",https://www.gla.ac.uk/schools/socialpolitical/staff/markwong/,Latin America,
"Wyke, Professor Sally",https://www.gla.ac.uk/schools/socialpolitical/staff/sallywyke/,Europe,Germany; Netherlands
"Yaffe, Professor Helen",https://www.gla.ac.uk/schools/socialpolitical/staff/helenyaffe/,Latin America,Cuba
"Yaffe, Professor Helen",https://www.gla.ac.uk/schools/socialpolitical/staff/helenyaffe/,Russia,
"Yaffe, Professor Helen",https://www.gla.ac.uk/schools/socialpolitical/staff/helenyaffe/,Southern Africa,South Africa
"Yao, Professor Jing",https://www.gla.ac.uk/schools/socialpolitical/staff/jingyao/,China,China
"Yao, Professor Jing",https://www.gla.ac.uk/schools/socialpolitical/staff/jingyao/,North America,United States
"Yin, Miss Yubo",https://www.gla.ac.uk/schools/socialpolitical/staff/yuboyin/,China,China
"Young, Dr Graeme",https://www.gla.ac.uk/schools/socialpolitical/staff/graemeyoung/,Southern Africa,
"Zhao, Professor Qunshan",https://www.gla.ac.uk/schools/socialpolitical/staff/qunshanzhao/,China,China
"Zhuang, Dr Liyuan",https://www.gla.ac.uk/schools/socialpolitical/staff/liyuanzhuang/,China,
"de Nadal Alsina, Dr Lluis",https://www.gla.ac.uk/schools/socialpolitical/staff/lluisdenadalalsina/,Europe,France
"de Nadal Alsina, Dr Lluis",https://www.gla.ac.uk/schools/socialpolitical/staff/lluisdenadalalsina/,Latin America,
